"canonical_path","interface","field","typescript_type","validator","canonical_line","source_authority_key","parity_evidence"
"PropertyEnvelope.environmental","PropertyEnvelope","environmental","EnvironmentalFlags | null","PropertyEnvelopeSchema","931","PropertyEnvelope","src/domain/__tests__/property-envelope.type-parity.ts"
"PropertyEnvelope.neighborhood","PropertyEnvelope","neighborhood","NeighborhoodContext | null","PropertyEnvelopeSchema","934","PropertyEnvelope","src/domain/__tests__/property-envelope.type-parity.ts"
"PropertyEnvelope.strategy","PropertyEnvelope","strategy","Strategy","PropertyEnvelopeSchema","937","PropertyEnvelope","src/domain/__tests__/property-envelope.type-parity.ts"
"PropertyEnvelope.bid_plan","PropertyEnvelope","bid_plan","BidPlan","PropertyEnvelopeSchema","940","PropertyEnvelope","src/domain/__tests__/property-envelope.type-parity.ts"
"PropertyEnvelope.title","PropertyEnvelope","title","TitleResearchCase | null","PropertyEnvelopeSchema","957","PropertyEnvelope","src/domain/__tests__/property-envelope.type-parity.ts"
"PropertyEnvelope.court_cases","PropertyEnvelope","court_cases","CourtResearchCase[]","PropertyEnvelopeSchema","958","PropertyEnvelope","src/domain/__tests__/property-envelope.type-parity.ts"
"PropertyEnvelope.imagery","PropertyEnvelope","imagery","ImageryObservation[]","PropertyEnvelopeSchema","961","PropertyEnvelope","src/domain/__tests__/property-envelope.type-parity.ts"
"PropertyEnvelope.confidence","PropertyEnvelope","confidence","Confidence","PropertyEnvelopeSchema","980","PropertyEnvelope","src/domain/__tests__/property-envelope.type-parity.ts"
"PropertyEnvelope.fidelity_status","PropertyEnvelope","fidelity_status","FidelityStatus","PropertyEnvelopeSchema","981","PropertyEnvelope","src/domain/__tests__/property-envelope.type-parity.ts"
"PropertyEnvelope.missing_information","PropertyEnvelope","missing_information","string[]","PropertyEnvelopeSchema","990","PropertyEnvelope","src/domain/__tests__/property-envelope.type-parity.ts"
"PropertyEnvelope.known_unknowns","PropertyEnvelope","known_unknowns","string[]","PropertyEnvelopeSchema","991","PropertyEnvelope","src/domain/__tests__/property-envelope.type-parity.ts"
"PropertyEnvelope.human_escalations","PropertyEnvelope","human_escalations","HumanEscalation[]","PropertyEnvelopeSchema","994","PropertyEnvelope","src/domain/__tests__/property-envelope.type-parity.ts"
"PropertyEnvelope.recommendation","PropertyEnvelope","recommendation","Recommendation","PropertyEnvelopeSchema","997","PropertyEnvelope","src/domain/__tests__/property-envelope.type-parity.ts"
"PropertyEnvelope.decision_state","PropertyEnvelope","decision_state","DecisionState","PropertyEnvelopeSchema","1007","PropertyEnvelope","src/domain/__tests__/property-envelope.type-parity.ts"
"PropertyEnvelope.ingestion_state","PropertyEnvelope","ingestion_state","IngestionState","PropertyEnvelopeSchema","1008","PropertyEnvelope","src/domain/__tests__/property-envelope.type-parity.ts"
"PropertyEnvelope.created_at","PropertyEnvelope","created_at","ISODateTime","PropertyEnvelopeSchema","1019","PropertyEnvelope","src/domain/__tests__/property-envelope.type-parity.ts"
"PropertyEnvelope.updated_at","PropertyEnvelope","updated_at","ISODateTime","PropertyEnvelopeSchema","1020","PropertyEnvelope","src/domain/__tests__/property-envelope.type-parity.ts"
"PropertyEnvelope.last_enriched_at","PropertyEnvelope","last_enriched_at","ISODateTime | null","PropertyEnvelopeSchema","1021","PropertyEnvelope","src/domain/__tests__/property-envelope.type-parity.ts"
"PropertyEnvelope.last_scored_at","PropertyEnvelope","last_scored_at","ISODateTime | null","PropertyEnvelopeSchema","1022","PropertyEnvelope","src/domain/__tests__/property-envelope.type-parity.ts"
